	name	skills
1752	Carmen Guers	"[""zoo exhibit design"", ""read zoo reports"", ""study a collection"", ""improve safety of medicines"", ""manage operational budgets"", ""organise zoological exhibitions"", ""oversee animal management"", ""delegate activities"", ""oversee animal management"", ""acquire system component"", ""communicate in English in a competent way"", ""laws on the transportation of dangerous goods"", ""manage budgets"", ""environmental legislation"", ""manage budgets""]"
1753	Brent Wurdeman	"[""types of deburring brush"", ""develop urban transport studies"", ""train routes"", ""prepare visual data"", ""statistics"", ""possess visual literacy"", ""apply statistical analysis techniques"", ""determine production capacity"", ""analyse environmental data"", ""operate mixing of food products"", ""environmental policy"", ""environmental legislation"", ""environmental legislation"", ""apply statistical analysis techniques"", ""public law""]"
1754	Teresa Perez	"[""develop course outline"", ""apply teaching strategies"", ""advise customers on building materials"", ""dye hair"", ""assess students"", ""teamwork principles"", ""manage resources for educational purposes"", ""design hair style"", ""dye wigs"", ""work safely with chemicals"", ""perform office routine activities"", ""barbering techniques"", ""maintain wigs"", ""guarantee students' safety"", ""malt grains""]"
1755	Todd Ashby	"[""advise on financial matters"", ""handle financial disputes"", ""analyse financial performance of a company"", ""create insurance policies"", ""manage claims process"", ""plan health and safety procedures"", ""apply technical communication skills"", ""liaise with managers"", ""operate drilling jumbo"", ""financial statements"", ""analyse financial performance of a company"", ""perform dental hygiene interventions"", ""analyse insurance risk"", ""authoring software"", ""analyse financial risk""]"
1756	Maria Ruivo	"[""apply soldering techniques"", ""operate soldering equipment"", ""install transport equipment lighting"", ""perform soundchecks"", ""maintain electrical equipment"", ""vessel electrical system"", ""battery fluids"", ""battery chemistry"", ""install transport equipment batteries"", ""financial markets"", ""creatively use digital technologies"", ""test electrical equipment"", ""install electrical equipment in vessels"", ""electricity"", ""battery components""]"
1757	Tyrone Green	"[""energy therapy"", ""apply aromatherapy"", ""apply deep tissue massage"", ""maintain privacy of service users"", ""cosmetic manicure"", ""cylindrical grinder parts"", ""process medical insurance claims"", ""shiatsu"", ""dye wood"", ""rehabilitation"", ""balneotherapy"", ""apply acupuncture"", ""manipulate prosthetic-orthotic device materials"", ""process payments"", ""use hair removal lasers""]"
1758	Kevin Silvers	"[""corporate law"", ""labour legislation"", ""maintain electronic equipment"", ""conduct workplace audits"", ""employment law"", ""neurophysiology of animals"", ""track key performance indicators"", ""gather feedback from employees"", ""apply strategic thinking"", ""monitor organisation climate"", ""promote gender equality in business contexts"", ""coordinate operational activities"", ""write inspection reports"", ""comply with legal regulations"", ""manage writing administration""]"
1759	Tiffany Harris	"[""create smooth wood surface"", ""attend performances"", ""apply a protective layer"", ""evaluate restoration procedures"", ""technical drawings"", ""apply wood finishes"", ""use painting equipment"", ""wicker weaving techniques"", ""perform ground-handling maintenance procedures"", ""create smooth wood surface"", ""metalworking"", ""create smooth wood surface"", ""convert different audiovisual formats"", ""join wood elements"", ""operate drilling equipment""]"
1760	Edward Mclean	"[""operate manual embossing press"", ""test chemical samples"", ""design optical systems"", ""assess environmental impact"", ""design pharmaceutical manufacturing systems"", ""work with chemicals"", ""design prototypes"", ""draft design specifications"", ""ensure vessel compliance with regulations"", ""develop pharmaceutical drugs"", ""design prototypes"", ""perform scientific research"", ""supervise forestry workers"", ""analyse test data"", ""electrical engineering""]"
1761	Melanie Lewis	"[""declaim"", ""theatre techniques"", ""understand supply chain improvements in relation to profit gains"", ""perform live"", ""manage prompt book"", ""manage prompt book"", ""study relationships between characters"", ""rehearse role"", ""rehearse with fellow actors"", ""memorise lines"", ""keep airport runways clear of obstacles"", ""operate warehouse materials"", ""edit scripts"", ""follow directions of the artistic director"", ""analyse own performance""]"
1762	Tracey Weir	"[""provide financial product information"", ""distinguish various types of ships"", ""commodities in maritime transportation"", ""international trade"", ""economics"", ""develop management plans"", ""trade ships"", ""demonstrate products' features"", ""trace financial transactions"", ""electronic communication"", ""demonstrate products' features"", ""negotiate price"", ""commodities in maritime transportation"", ""build props"", ""investigate complaints about improper waste handling""]"
1763	Beth Beliles	"[""labour legislation"", ""thermal treatment"", ""study artistic techniques"", ""create model"", ""supervise medical residents"", ""horse anatomy"", ""create artwork"", ""create sculpture prototype"", ""study artworks"", ""select artistic materials to create artworks"", ""keep records of work progress"", ""monitor art scene developments"", ""design objects to be crafted"", ""keep records of work progress"", ""collaborate with technical experts on artworks""]"
1764	Kenneth Breland	"[""develop an organisational structure"", ""describe the financial situation of a region"", ""supply chain management"", ""business law"", ""interact with the board of directors"", ""corporate law"", ""financial statements"", ""project management"", ""give advice on the matching of food with wine"", ""use clinical assessment techniques"", ""abide by business ethical code of conducts"", ""apply business acumen"", ""health and safety measures in transportation"", ""integrate strategic foundation in daily performance"", ""report on overall management of a business""]"
1765	Patricia Krantz	"[""motion graphics"", ""edit digital moving images"", ""create moving images"", ""follow work schedule"", ""paediatrics"", ""create animated narratives"", ""prepare resources for loading activities"", ""determine flow rate enhancement"", ""study relationships between characters"", ""Adobe Photoshop"", ""convert into animated object"", ""set up animation elements"", ""finish project within budget"", ""graphics editor software"", ""design graphics""]"
